title,company,location,link
소프트웨어 개발(인공지능/웹개발/서버개발) 경력 채용,(주)크레스콤,경기 성남시 분당구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39229881&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[메가존] 각 부문별 채용,메가존(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39205999&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
(주)세라젬 CRM혁신팀/전략IT팀 경력직 모집,(주)세라젬,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39230735&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
이타스코리아 2021년 상반기 인턴 채용[Business administration],이타스코리아(주),경기 성남시 분당구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39232277&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[업계1위/복지최강] JAVA 개발자 대규모 인재채용 접수시작,(주)인라이플,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39118796&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[테스트웍스] 각 부문 신입 · 경력 채용,(주)테스트웍스,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39174507&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[메가존클라우드] 2020 하반기 Tech 부문별 대규모 채용,메가존클라우드(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38786510&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
웹(Java)개발자 채용공고,(주)휴넷,서울 구로구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39226116&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
㈜마크로젠 각 부문 신입/경력 직원채용,(주)마크로젠,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39195982&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
하나금융투자 전문직(경력) 인재 채용,하나금융투자(주),서울 영등포구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39201034&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
(주)진학사 개발자 신입/경력 채용,(주)진학사,서울 종로구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39207599&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[NSUSLAB KOREA] 하반기 각 부문 정규직 채용,NSUSLAB KOREA,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39200145&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
IOS 개발자 채용,(주)아이티엘,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39225308&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
각 부문 경력사원 채용,에스케이플래닛(주),경기 성남시 분당구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39085942&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
웹 개발(JSP/JAVA/전자정부) 경력사원 모집,(주)리버스아이티,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39190157&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
Qoo10 각 부문별 채용공고,지오시스(유),서울 강남구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39212823&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
2020년 ㈜휴넷 웹 개발자 경력직 모집,(주)휴넷,서울 구로구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39226888&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
java 신입/경력 개발자 모집,(주)이노시스컴퍼니,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39199681&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[하나금융TI] 금융IT 경력사원 모집,(주)하나금융티아이,서울 강남구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39225579&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[이커머스 스타트업] 전 부문별 신입 및 경력 채용,크렉시스(주),서울 송파구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39127175&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[메가존] 하반기 부문별 채용,메가존(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38796235&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[업계1위/그룹 매출 규모 500억]  각 부문별 신입/경력 공개채용,주식회사 이수플랫폼,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39208350&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[클라우드그램] 2020년 하반기 각 부문별 채용,클라우드그램(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38794871&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[인핸드플러스] 앱 개발자 경력 채용,인핸드플러스(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39207258&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
[펜타클] 각 부문별 채용,메가존(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38796360&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
프론트엔드 및 서버 개발자 모집,(주)아티언스,서울 마포구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39199740&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
금융비즈니스분야-웹프로그래머 신입사원 모집,(주)웨인테크놀로지,서울 구로구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39213608&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
하반기 각 부문 신입 및 경력 채용 (iOS/프론트엔드/퍼블리싱),나무뉴스코리아유한책임회사,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39174510&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
하반기 각 부문 신입 및 경력 모집 (개발/영업),(주)메디씽큐,경기 성남시 분당구,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39206971&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
"GECL KOREA  신입/경력직 채용 (MD, 웹디자인, JAVA, PHP, SEO, SA, 유튜브)",(주)지이씨엘코리아,서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39184221&recommend_ids=eJxdkMsZwyAMg6fp3W%2FZ5w7C%2FlvU%2BQgh5fjbQpLRLIUHj6j44KuNbqojSA4cdg2KJalieC0UMh6wmOgJw0YYAy32A6dZJtodK6z3mvaWL7zlFZ7uPYgDV7dOb7s%2BZ7onomhhURtSPmFEIeC9le4mT3OylseKqtZW0L5LOEX%2FznR%2B9YZWDZAeeNek%2FtWs6%2FUPzpxT9w%3D%3D&view_type=list&gz=1&t_ref_content=general&t_ref=jobcategory_recruit#seq=0
